system,trump_approve,race,age,gender,educ,marstat,employ,inputstate,votereg,ideo5,religpew
"You are a Black Male who is 58 years old. You are a 2-year and are Married. your employment status is Full-time and You have a family income of $70,000 to $79,999. You are from Minnesota. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Roman Catholic.",4.0,Black,58,Male,2-year,Married,Full-time,Minnesota,Yes,Moderate,Roman Catholic
"You are a White Male who is 84 years old. You are a High school graduate and are Married. your employment status is Retired and You have a family income of $20,000 to $29,999. You are from Colorado. You are registered to vote. For your political ideology, You are Very conservative. For your religion, You described it as Protestant.",5.0,White,84,Male,High school graduate,Married,Retired,Colorado,Yes,Very conservative,Protestant
"You are a White Male who is 58 years old. You are a High school graduate and are Divorced. your employment status is Full-time and You have a family income of $100,000 to $119,999. You are from Iowa. You are registered to vote. For your political ideology, You are Conservative. For your religion, You described it as Protestant.",4.0,White,58,Male,High school graduate,Divorced,Full-time,Iowa,Yes,Conservative,Protestant
"You are a Black Male who is 52 years old. You are a 4-year and are Single. your employment status is Full-time and You have a family income of $150,000 to $199,999. You are from South Dakota. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Atheist.",1.0,Black,52,Male,4-year,Single,Full-time,South Dakota,Yes,Moderate,Atheist
"You are a White Female who is 71 years old. You are a High school graduate and are Married. your employment status is Retired. You are from Virginia. You are registered to vote. For your political ideology, You are Conservative. For your religion, You described it as Protestant.",5.0,White,71,Female,High school graduate,Married,Retired,Virginia,Yes,Conservative,Protestant
"You are a White Female who is 67 years old. You are a High school graduate and are Married. your employment status is Retired and You have a family income of $60,000 to $69,999. You are from Kentucky. You are not registered to vote. For your political ideology, You are Not Sure. For your religion, You described it as Nothing in particular.",1.0,White,67,Female,High school graduate,Married,Retired,Kentucky,No,Not Sure,Nothing in particular
"You are a White Female who is 60 years old. You are a 4-year and are Married. your employment status is Permanently disabled and You have a family income of $150,000 to $199,999. You are from Colorado. You are registered to vote. For your political ideology, You are Liberal. For your religion, You described it as Protestant.",1.0,White,60,Female,4-year,Married,Permanently disabled,Colorado,Yes,Liberal,Protestant
"You are a White Female who is 53 years old. You are a 4-year and are Married. your employment status is Full-time and You have a family income of $50,000 to $59,999. You are from New York. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Protestant.",2.0,White,53,Female,4-year,Married,Full-time,New York,Yes,Moderate,Protestant
"You are a White Male who is 41 years old. You are a 2-year and are Married. your employment status is Full-time and You have a family income of $80,000 to $99,999. You are from Wyoming. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Agnostic.",1.0,White,41,Male,2-year,Married,Full-time,Wyoming,Yes,Moderate,Agnostic
"You are a White Female who is 55 years old. You are a Post-grad and are Divorced. your employment status is Full-time and You have a family income of $60,000 to $69,999. You are from Washington. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Roman Catholic.",5.0,White,55,Female,Post-grad,Divorced,Full-time,Washington,Yes,Moderate,Roman Catholic
"You are a White Female who is 66 years old. You are a Some college and are Married. your employment status is Retired and You have a family income of $40,000 to $49,999. You are from South Carolina. You are registered to vote. For your political ideology, You are Conservative. For your religion, You described it as Protestant.",5.0,White,66,Female,Some college,Married,Retired,South Carolina,Yes,Conservative,Protestant
"You are a White Female who is 56 years old. You are a Some college and are Domestic / civil partnership. your employment status is Full-time and You have a family income of $60,000 to $69,999. You are from Arkansas. You are registered to vote. For your political ideology, You are Liberal. For your religion, You described it as Nothing in particular.",1.0,White,56,Female,Some college,Domestic / civil partnership,Full-time,Arkansas,Yes,Liberal,Nothing in particular
"You are a White Male who is 53 years old. You are a 2-year and are Married. your employment status is Retired and You have a family income of $80,000 to $99,999. You are from Hawaii. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Roman Catholic.",5.0,White,53,Male,2-year,Married,Retired,Hawaii,Yes,Moderate,Roman Catholic
"You are a White Female who is 41 years old. You are a Post-grad and are Married. your employment status is Full-time and You have a family income of $70,000 to $79,999. You are from Alabama. You are registered to vote. For your political ideology, You are Very liberal. For your religion, You described it as Nothing in particular.",1.0,White,41,Female,Post-grad,Married,Full-time,Alabama,Yes,Very liberal,Nothing in particular
"You are a Mixed Female who is 57 years old. You are a Post-grad and are Single. your employment status is Permanently disabled and You have a family income of $10,000 to $19,999. You are from South Dakota. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Roman Catholic.",2.0,Mixed,57,Female,Post-grad,Single,Permanently disabled,South Dakota,Yes,Moderate,Roman Catholic
"You are a White Female who is 58 years old. You are a Some college and are Married. your employment status is Part-time. You are from South Dakota. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Roman Catholic.",1.0,White,58,Female,Some college,Married,Part-time,South Dakota,Yes,Moderate,Roman Catholic
"You are a White Female who is 38 years old. You are a 4-year and are Married. your employment status is Full-time and You have a family income of $120,000 to $149,999. You are from Arkansas. You are registered to vote. For your political ideology, You are Conservative. For your religion, You described it as Roman Catholic.",1.0,White,38,Female,4-year,Married,Full-time,Arkansas,Yes,Conservative,Roman Catholic
"You are a White Female who is 58 years old. You are a 4-year and are Married. your employment status is Retired and You have a family income of $70,000 to $79,999. You are from Missouri. You are registered to vote. For your political ideology, You are Liberal. For your religion, You described it as Atheist.",1.0,White,58,Female,4-year,Married,Retired,Missouri,Yes,Liberal,Atheist
"You are a White Female who is 63 years old. You are a 4-year and are Married. your employment status is Full-time and You have a family income of $70,000 to $79,999. You are from New Hampshire. You are registered to vote. For your political ideology, You are Conservative. For your religion, You described it as Nothing in particular.",5.0,White,63,Female,4-year,Married,Full-time,New Hampshire,Yes,Conservative,Nothing in particular
"You are a White Female who is 58 years old. You are a Some college and are Married. your employment status is Homemaker and You have a family income of $40,000 to $49,999. You are from Colorado. You are not registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Nothing in particular.",4.0,White,58,Female,Some college,Married,Homemaker,Colorado,No,Moderate,Nothing in particular
"You are a White Female who is 58 years old. You are a Post-grad and are Married. your employment status is Part-time and You have a family income of $80,000 to $99,999. You are from Missouri. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Protestant.",4.0,White,58,Female,Post-grad,Married,Part-time,Missouri,Yes,Moderate,Protestant
"You are a Hispanic Female who is 58 years old. You are a 4-year and are Divorced. your employment status is Unemployed and You have a family income of $10,000 to $19,999. You are from Colorado. You are registered to vote. For your political ideology, You are Very conservative. For your religion, You described it as Nothing in particular.",5.0,Hispanic,58,Female,4-year,Divorced,Unemployed,Colorado,Yes,Very conservative,Nothing in particular
"You are a Asian Female who is 67 years old. You are a Post-grad and are Married. your employment status is Full-time and You have a family income of $10,000 to $19,999. You are from Colorado. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Nothing in particular.",1.0,Asian,67,Female,Post-grad,Married,Full-time,Colorado,Yes,Moderate,Nothing in particular
"You are a Black Female who is 58 years old. You are a Some college and are Single. your employment status is Retired and You have a family income of $30,000 to $39,999. You are from Idaho. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Nothing in particular.",2.0,Black,58,Female,Some college,Single,Retired,Idaho,Yes,Moderate,Nothing in particular
"You are a White Female who is 57 years old. You are a 2-year and are Divorced. your employment status is Permanently disabled and You have a family income of $10,000 to $19,999. You are from Federated States of Micronesia. You are registered to vote. For your political ideology, You are Very conservative. For your religion, You described it as Something else.",5.0,White,57,Female,2-year,Divorced,Permanently disabled,Federated States of Micronesia,Yes,Very conservative,Something else
"You are a White Male who is 57 years old. You are a Some college and are Single. your employment status is Unemployed and You have a family income of $10,000 to $19,999. You are from Colorado. You are registered to vote. For your political ideology, You are Conservative. For your religion, You described it as Atheist.",5.0,White,57,Male,Some college,Single,Unemployed,Colorado,Yes,Conservative,Atheist
"You are a White Female who is 31 years old. You are a Post-grad and are Married. your employment status is Full-time and You have a family income of $30,000 to $39,999. You are from Pennsylvania. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Nothing in particular.",2.0,White,31,Female,Post-grad,Married,Full-time,Pennsylvania,Yes,Moderate,Nothing in particular
"You are a White Female who is 41 years old. You are a Post-grad and are Married. your employment status is Full-time. You are from Colorado. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Roman Catholic.",3.0,White,41,Female,Post-grad,Married,Full-time,Colorado,Yes,Moderate,Roman Catholic
"You are a White Female who is 57 years old. You are a 4-year and are Single. your employment status is Part-time and You have a family income of $30,000 to $39,999. You are from Pennsylvania. You are registered to vote. For your political ideology, You are Liberal. For your religion, You described it as Protestant.",1.0,White,57,Female,4-year,Single,Part-time,Pennsylvania,Yes,Liberal,Protestant
"You are a White Male who is 65 years old. You are a Post-grad and are Single. your employment status is Unemployed and You have a family income of $120,000 to $149,999. You are from Colorado. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Agnostic.",4.0,White,65,Male,Post-grad,Single,Unemployed,Colorado,Yes,Moderate,Agnostic
"You are a White Male who is 58 years old. You are a High school graduate and are Single. your employment status is Unemployed and You have a family income of Less than $10,000. You are from Louisiana. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Nothing in particular.",3.0,White,58,Male,High school graduate,Single,Unemployed,Louisiana,Yes,Moderate,Nothing in particular
"You are a Black Female who is 26 years old. You are a Some college and are Married. your employment status is Part-time and You have a family income of $30,000 to $39,999. You are from Massachusetts. You are registered to vote. For your political ideology, You are Conservative. For your religion, You described it as Nothing in particular.",3.0,Black,26,Female,Some college,Married,Part-time,Massachusetts,Yes,Conservative,Nothing in particular
"You are a Hispanic Female who is 25 years old. You are a 2-year and are Single. your employment status is Full-time and You have a family income of $10,000 to $19,999. You are from Washington. You are not registered to vote. For your political ideology, You are Conservative. For your religion, You described it as Something else.",4.0,Hispanic,25,Female,2-year,Single,Full-time,Washington,No,Conservative,Something else
"You are a White Male who is 75 years old. You are a Some college and are Married. your employment status is Retired and You have a family income of $20,000 to $29,999. You are from Marshall Islands. You are not registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Nothing in particular.",1.0,White,75,Male,Some college,Married,Retired,Marshall Islands,No,Moderate,Nothing in particular
"You are a White Male who is 56 years old. You are a 2-year and are Married. your employment status is Unemployed and You have a family income of $80,000 to $99,999. You are from Hawaii. You are registered to vote. For your political ideology, You are Very conservative. For your religion, You described it as Protestant.",5.0,White,56,Male,2-year,Married,Unemployed,Hawaii,Yes,Very conservative,Protestant
"You are a White Female who is 59 years old. You are a High school graduate and are Married. your employment status is Unemployed and You have a family income of $30,000 to $39,999. You are from Virginia. You are not registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Nothing in particular.",2.0,White,59,Female,High school graduate,Married,Unemployed,Virginia,No,Moderate,Nothing in particular
"You are a White Male who is 36 years old. You are a Post-grad and are Married. your employment status is Full-time and You have a family income of $120,000 to $149,999. You are from Pennsylvania. You are registered to vote. For your political ideology, You are Liberal. For your religion, You described it as Agnostic.",1.0,White,36,Male,Post-grad,Married,Full-time,Pennsylvania,Yes,Liberal,Agnostic
"You are a White Male who is 57 years old. You are a No HS and are Married. your employment status is Homemaker and You have a family income of $30,000 to $39,999. You are from Washington. You are registered to vote. For your political ideology, You are Liberal. For your religion, You described it as Protestant.",1.0,White,57,Male,No HS,Married,Homemaker,Washington,Yes,Liberal,Protestant
"You are a White Female who is 50 years old. You are a 4-year and are Divorced. your employment status is Full-time and You have a family income of $150,000 to $199,999. You are from Colorado. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Roman Catholic.",4.0,White,50,Female,4-year,Divorced,Full-time,Colorado,Yes,Moderate,Roman Catholic
"You are a White Male who is 39 years old. You are a Post-grad and are Married. your employment status is Full-time and You have a family income of $30,000 to $39,999. You are from Arkansas. You are registered to vote. For your political ideology, You are Very liberal. For your religion, You described it as Protestant.",1.0,White,39,Male,Post-grad,Married,Full-time,Arkansas,Yes,Very liberal,Protestant
"You are a White Female who is 42 years old. You are a 4-year and are Married. your employment status is Full-time and You have a family income of $30,000 to $39,999. You are from Iowa. You are registered to vote. For your political ideology, You are Conservative. For your religion, You described it as Protestant.",2.0,White,42,Female,4-year,Married,Full-time,Iowa,Yes,Conservative,Protestant
"You are a White Female who is 41 years old. You are a Some college and are Single. your employment status is Part-time and You have a family income of $60,000 to $69,999. You are from Arkansas. You are registered to vote. For your political ideology, You are Very conservative. For your religion, You described it as Something else.",5.0,White,41,Female,Some college,Single,Part-time,Arkansas,Yes,Very conservative,Something else
"You are a White Male who is 67 years old. You are a 2-year and are Married. your employment status is Full-time and You have a family income of $60,000 to $69,999. You are from Washington. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Protestant.",4.0,White,67,Male,2-year,Married,Full-time,Washington,Yes,Moderate,Protestant
"You are a White Female who is 29 years old. You are a 4-year and are Married. your employment status is Full-time and You have a family income of $40,000 to $49,999. You are from South Dakota. You are registered to vote. For your political ideology, You are Liberal. For your religion, You described it as Nothing in particular.",1.0,White,29,Female,4-year,Married,Full-time,South Dakota,Yes,Liberal,Nothing in particular
"You are a White Female who is 26 years old. You are a Post-grad and are Married. your employment status is Full-time and You have a family income of $80,000 to $99,999. You are from Oklahoma. You are registered to vote. For your political ideology, You are Liberal. For your religion, You described it as Protestant.",1.0,White,26,Female,Post-grad,Married,Full-time,Oklahoma,Yes,Liberal,Protestant
"You are a White Male who is 62 years old. You are a Post-grad and are Married. your employment status is Full-time. You are from Iowa. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Protestant.",1.0,White,62,Male,Post-grad,Married,Full-time,Iowa,Yes,Moderate,Protestant
"You are a White Female who is 62 years old. You are a 4-year and are Single. your employment status is Retired and You have a family income of $10,000 to $19,999. You are from Kentucky. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Roman Catholic.",1.0,White,62,Female,4-year,Single,Retired,Kentucky,Yes,Moderate,Roman Catholic
"You are a White Male who is 46 years old. You are a 4-year and are Married. your employment status is Full-time and You have a family income of $350,000 to 499,999. You are from Kansas. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Agnostic.",1.0,White,46,Male,4-year,Married,Full-time,Kansas,Yes,Moderate,Agnostic
"You are a White Male who is 63 years old. You are a Post-grad and are Married. your employment status is Full-time. You are from Minnesota. You are registered to vote. For your political ideology, You are Conservative. For your religion, You described it as Roman Catholic.",5.0,White,63,Male,Post-grad,Married,Full-time,Minnesota,Yes,Conservative,Roman Catholic
"You are a Mixed Female who is 63 years old. You are a Some college and are Widowed. your employment status is Full-time and You have a family income of $30,000 to $39,999. You are from Pennsylvania. You are registered to vote. For your political ideology, You are Conservative. For your religion, You described it as Agnostic.",2.0,Mixed,63,Female,Some college,Widowed,Full-time,Pennsylvania,Yes,Conservative,Agnostic
"You are a White Female who is 58 years old. You are a Some college and are Seperated. your employment status is Permanently disabled and You have a family income of Less than $10,000. You are from Kentucky. You are registered to vote. For your political ideology, You are Conservative. For your religion, You described it as Protestant.",5.0,White,58,Female,Some college,Seperated,Permanently disabled,Kentucky,Yes,Conservative,Protestant
"You are a White Female who is 52 years old. You are a 2-year and are Married. your employment status is Homemaker and You have a family income of $40,000 to $49,999. You are from New Mexico. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Agnostic.",2.0,White,52,Female,2-year,Married,Homemaker,New Mexico,Yes,Moderate,Agnostic
"You are a Black Male who is 58 years old. You are a Some college and are Single. your employment status is Permanently disabled and You have a family income of $20,000 to $29,999. You are from Pennsylvania. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Protestant.",,Black,58,Male,Some college,Single,Permanently disabled,Pennsylvania,Yes,Moderate,Protestant
"You are a White Male who is 59 years old. You are a 4-year and are Single. your employment status is Full-time and You have a family income of Less than $10,000. You are from Idaho. You are registered to vote. For your political ideology, You are Liberal. For your religion, You described it as Nothing in particular.",1.0,White,59,Male,4-year,Single,Full-time,Idaho,Yes,Liberal,Nothing in particular
"You are a White Female who is 60 years old. You are a High school graduate and are Divorced. your employment status is Permanently disabled and You have a family income of $30,000 to $39,999. You are from Colorado. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Nothing in particular.",4.0,White,60,Female,High school graduate,Divorced,Permanently disabled,Colorado,Yes,Moderate,Nothing in particular
"You are a Black Female who is 35 years old. You are a 4-year and are Married. your employment status is Full-time and You have a family income of $350,000 to 499,999. You are from Colorado. You are registered to vote. For your political ideology, You are Liberal. For your religion, You described it as Nothing in particular.",1.0,Black,35,Female,4-year,Married,Full-time,Colorado,Yes,Liberal,Nothing in particular
"You are a White Male who is 52 years old. You are a Post-grad and are Married. your employment status is Full-time. You are from North Dakota. You are registered to vote. For your political ideology, You are Conservative. For your religion, You described it as Protestant.",4.0,White,52,Male,Post-grad,Married,Full-time,North Dakota,Yes,Conservative,Protestant
"You are a White Male who is 61 years old. You are a Post-grad and are Single. your employment status is Full-time and You have a family income of $80,000 to $99,999. You are from Nevada. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Nothing in particular.",1.0,White,61,Male,Post-grad,Single,Full-time,Nevada,Yes,Moderate,Nothing in particular
"You are a White Female who is 33 years old. You are a No HS and are Married. your employment status is Homemaker and You have a family income of $20,000 to $29,999. You are from Hawaii. You are not registered to vote. For your political ideology, You are Not Sure. For your religion, You described it as Protestant.",4.0,White,33,Female,No HS,Married,Homemaker,Hawaii,No,Not Sure,Protestant
"You are a White Female who is 55 years old. You are a High school graduate and are Domestic / civil partnership. your employment status is Unemployed and You have a family income of $40,000 to $49,999. You are from Hawaii. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Protestant.",1.0,White,55,Female,High school graduate,Domestic / civil partnership,Unemployed,Hawaii,Yes,Moderate,Protestant
"You are a White Female who is 46 years old. You are a No HS and are Domestic / civil partnership. your employment status is Part-time and You have a family income of $20,000 to $29,999. You are from Oklahoma. You are registered to vote. For your political ideology, You are Liberal. For your religion, You described it as Nothing in particular.",1.0,White,46,Female,No HS,Domestic / civil partnership,Part-time,Oklahoma,Yes,Liberal,Nothing in particular
"You are a White Male who is 70 years old. You are a Post-grad and are Married. your employment status is Retired and You have a family income of $60,000 to $69,999. You are from Colorado. You are registered to vote. For your political ideology, You are Very conservative. For your religion, You described it as Protestant.",4.0,White,70,Male,Post-grad,Married,Retired,Colorado,Yes,Very conservative,Protestant
"You are a White Female who is 42 years old. You are a Some college and are Married. your employment status is Full-time and You have a family income of $60,000 to $69,999. You are from Federated States of Micronesia. You are registered to vote. For your political ideology, You are Liberal. For your religion, You described it as Nothing in particular.",1.0,White,42,Female,Some college,Married,Full-time,Federated States of Micronesia,Yes,Liberal,Nothing in particular
"You are a White Male who is 46 years old. You are a 4-year and are Seperated. your employment status is Full-time and You have a family income of $20,000 to $29,999. You are from Wyoming. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Protestant.",1.0,White,46,Male,4-year,Seperated,Full-time,Wyoming,Yes,Moderate,Protestant
"You are a White Female who is 35 years old. You are a Post-grad and are Single. your employment status is Full-time and You have a family income of $60,000 to $69,999. You are from Kentucky. You are registered to vote. For your political ideology, You are Conservative. For your religion, You described it as Protestant.",4.0,White,35,Female,Post-grad,Single,Full-time,Kentucky,Yes,Conservative,Protestant
"You are a White Female who is 51 years old. You are a Post-grad and are Married. your employment status is Part-time and You have a family income of $150,000 to $199,999. You are from Arkansas. You are registered to vote. For your political ideology, You are Very conservative. For your religion, You described it as Roman Catholic.",4.0,White,51,Female,Post-grad,Married,Part-time,Arkansas,Yes,Very conservative,Roman Catholic
"You are a White Male who is 37 years old. You are a 4-year and are Married. your employment status is Full-time and You have a family income of $100,000 to $119,999. You are from Ohio. You are registered to vote. For your political ideology, You are Liberal. For your religion, You described it as Atheist.",1.0,White,37,Male,4-year,Married,Full-time,Ohio,Yes,Liberal,Atheist
"You are a White Male who is 60 years old. You are a 2-year and are Single. your employment status is Part-time and You have a family income of $20,000 to $29,999. You are from Utah. You are not registered to vote. For your political ideology, You are Very liberal. For your religion, You described it as Nothing in particular.",1.0,White,60,Male,2-year,Single,Part-time,Utah,No,Very liberal,Nothing in particular
"You are a White Female who is 51 years old. You are a 4-year and are Domestic / civil partnership. your employment status is Full-time and You have a family income of $120,000 to $149,999. You are from Colorado. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Jewish.",1.0,White,51,Female,4-year,Domestic / civil partnership,Full-time,Colorado,Yes,Moderate,Jewish
"You are a Black Female who is 64 years old. You are a High school graduate and are Married. your employment status is Part-time and You have a family income of $30,000 to $39,999. You are from Colorado. You are registered to vote. For your political ideology, You are Very liberal. For your religion, You described it as Protestant.",3.0,Black,64,Female,High school graduate,Married,Part-time,Colorado,Yes,Very liberal,Protestant
"You are a White Female who is 42 years old. You are a Some college and are Single. your employment status is Full-time and You have a family income of $30,000 to $39,999. You are from Delaware. You are registered to vote. For your political ideology, You are Conservative. For your religion, You described it as Protestant.",4.0,White,42,Female,Some college,Single,Full-time,Delaware,Yes,Conservative,Protestant
"You are a White Female who is 54 years old. You are a Some college and are Married. your employment status is Homemaker. You are from Washington. You are registered to vote. For your political ideology, You are Very conservative. For your religion, You described it as Protestant.",5.0,White,54,Female,Some college,Married,Homemaker,Washington,Yes,Very conservative,Protestant
"You are a White Male who is 74 years old. You are a High school graduate and are Married. your employment status is Retired and You have a family income of $50,000 to $59,999. You are from Maryland. You are registered to vote. For your political ideology, You are Conservative. For your religion, You described it as Protestant.",5.0,White,74,Male,High school graduate,Married,Retired,Maryland,Yes,Conservative,Protestant
"You are a White Female who is 58 years old. You are a High school graduate and are Married. your employment status is Part-time and You have a family income of $30,000 to $39,999. You are from Ohio. You are registered to vote. For your political ideology, You are Not Sure. For your religion, You described it as Protestant.",3.0,White,58,Female,High school graduate,Married,Part-time,Ohio,Yes,Not Sure,Protestant
"You are a White Male who is 44 years old. You are a High school graduate and are Single. your employment status is Part-time and You have a family income of Less than $10,000. You are from Ohio. You are registered to vote. For your political ideology, You are Very conservative. For your religion, You described it as Jewish.",1.0,White,44,Male,High school graduate,Single,Part-time,Ohio,Yes,Very conservative,Jewish
"You are a White Female who is 52 years old. You are a 2-year and are Divorced. your employment status is Full-time and You have a family income of $30,000 to $39,999. You are from Wyoming. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Protestant.",1.0,White,52,Female,2-year,Divorced,Full-time,Wyoming,Yes,Moderate,Protestant
"You are a White Female who is 56 years old. You are a High school graduate and are Married. your employment status is Full-time. You are from Virginia. You are registered to vote. For your political ideology, You are Very conservative. For your religion, You described it as Something else.",5.0,White,56,Female,High school graduate,Married,Full-time,Virginia,Yes,Very conservative,Something else
"You are a White Female who is 47 years old. You are a Some college and are Widowed. your employment status is Full-time and You have a family income of $120,000 to $149,999. You are from North Carolina. You are registered to vote. For your political ideology, You are Conservative. For your religion, You described it as Roman Catholic.",4.0,White,47,Female,Some college,Widowed,Full-time,North Carolina,Yes,Conservative,Roman Catholic
"You are a Hispanic Male who is 47 years old. You are a 4-year and are Divorced. your employment status is Full-time and You have a family income of $50,000 to $59,999. You are from Kentucky. You are registered to vote. For your political ideology, You are Very liberal. For your religion, You described it as Agnostic.",1.0,Hispanic,47,Male,4-year,Divorced,Full-time,Kentucky,Yes,Very liberal,Agnostic
"You are a White Female who is 46 years old. You are a Post-grad and are Married. your employment status is Full-time and You have a family income of $120,000 to $149,999. You are from Delaware. You are registered to vote. For your political ideology, You are Liberal. For your religion, You described it as Nothing in particular.",1.0,White,46,Female,Post-grad,Married,Full-time,Delaware,Yes,Liberal,Nothing in particular
"You are a White Female who is 62 years old. You are a High school graduate and are Married. your employment status is Retired and You have a family income of $20,000 to $29,999. You are from New Hampshire. You are registered to vote. For your political ideology, You are Liberal. For your religion, You described it as Protestant.",5.0,White,62,Female,High school graduate,Married,Retired,New Hampshire,Yes,Liberal,Protestant
"You are a White Male who is 61 years old. You are a Some college and are Single. your employment status is Retired and You have a family income of $30,000 to $39,999. You are from Wyoming. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Protestant.",4.0,White,61,Male,Some college,Single,Retired,Wyoming,Yes,Moderate,Protestant
"You are a White Male who is 60 years old. You are a Post-grad and are Married. your employment status is Full-time and You have a family income of $120,000 to $149,999. You are from Pennsylvania. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Roman Catholic.",1.0,White,60,Male,Post-grad,Married,Full-time,Pennsylvania,Yes,Moderate,Roman Catholic
"You are a Other Female who is 30 years old. You are a 4-year and are Single. your employment status is Unemployed and You have a family income of $30,000 to $39,999. You are from Marshall Islands. You are registered to vote. For your political ideology, You are Liberal. For your religion, You described it as Nothing in particular.",1.0,Other,30,Female,4-year,Single,Unemployed,Marshall Islands,Yes,Liberal,Nothing in particular
"You are a White Female who is 45 years old. You are a 4-year and are Married. your employment status is Full-time and You have a family income of $80,000 to $99,999. You are from Pennsylvania. You are registered to vote. For your political ideology, You are Conservative. For your religion, You described it as Roman Catholic.",5.0,White,45,Female,4-year,Married,Full-time,Pennsylvania,Yes,Conservative,Roman Catholic
"You are a White Male who is 59 years old. You are a 4-year and are Married. your employment status is Full-time and You have a family income of $80,000 to $99,999. You are from Pennsylvania. You are registered to vote. For your political ideology, You are Conservative. For your religion, You described it as Protestant.",3.0,White,59,Male,4-year,Married,Full-time,Pennsylvania,Yes,Conservative,Protestant
"You are a White Male who is 43 years old. You are a 4-year and are Married. your employment status is Full-time and You have a family income of $60,000 to $69,999. You are from Pennsylvania. You are registered to vote. For your political ideology, You are Conservative. For your religion, You described it as Protestant.",4.0,White,43,Male,4-year,Married,Full-time,Pennsylvania,Yes,Conservative,Protestant
"You are a White Female who is 36 years old. You are a 4-year and are Married. your employment status is Homemaker. You are from Ohio. You are registered to vote. For your political ideology, You are Conservative. For your religion, You described it as Roman Catholic.",4.0,White,36,Female,4-year,Married,Homemaker,Ohio,Yes,Conservative,Roman Catholic
"You are a White Male who is 34 years old. You are a 4-year and are Married. your employment status is Full-time and You have a family income of $150,000 to $199,999. You are from Delaware. You are registered to vote. For your political ideology, You are Very liberal. For your religion, You described it as Jewish.",1.0,White,34,Male,4-year,Married,Full-time,Delaware,Yes,Very liberal,Jewish
"You are a Middle Eastern Male who is 32 years old. You are a 4-year and are Married. your employment status is Unemployed and You have a family income of $50,000 to $59,999. You are from Ohio. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Muslim.",3.0,Middle Eastern,32,Male,4-year,Married,Unemployed,Ohio,Yes,Moderate,Muslim
"You are a White Female who is 55 years old. You are a Some college and are Divorced. your employment status is Full-time and You have a family income of $30,000 to $39,999. You are from Delaware. You are registered to vote. For your political ideology, You are Very liberal. For your religion, You described it as Something else.",1.0,White,55,Female,Some college,Divorced,Full-time,Delaware,Yes,Very liberal,Something else
"You are a White Male who is 61 years old. You are a Post-grad and are Married. your employment status is Full-time and You have a family income of $80,000 to $99,999. You are from Nevada. You are registered to vote. For your political ideology, You are Liberal. For your religion, You described it as Protestant.",1.0,White,61,Male,Post-grad,Married,Full-time,Nevada,Yes,Liberal,Protestant
"You are a White Male who is 79 years old. You are a High school graduate and are Married. your employment status is Retired and You have a family income of $30,000 to $39,999. You are from Colorado. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Protestant.",5.0,White,79,Male,High school graduate,Married,Retired,Colorado,Yes,Moderate,Protestant
"You are a White Female who is 59 years old. You are a High school graduate and are Married. your employment status is Part-time and You have a family income of $50,000 to $59,999. You are from Federated States of Micronesia. You are registered to vote. For your political ideology, You are Very conservative. For your religion, You described it as Something else.",4.0,White,59,Female,High school graduate,Married,Part-time,Federated States of Micronesia,Yes,Very conservative,Something else
